InstructorID,FirstName,LastName,Department,Rank,Email
I0326,صقر,حنبولي,كلية الصيدلة,أستاذ,mmtzal-yd@example.net
I0327,صافي,المهيدب,كلية الزراعة,أستاذ,glb43@example.net
I0328,رجائي,آل عواض,كلية الزراعة,أستاذ,ual-sltn@example.com
I0329,حنبل,آل سعود,كلية الزراعة,محاضر,al-qsyrrm@example.org
I0330,فؤاد,حنبولي,كلية الزراعة,أستاذ مساعد,zbqshn@example.com
I0331,قصي,كانو,كلية الزراعة,أستاذ مساعد,shhyr69@example.org
I0332,فتحي,آل علي,كلية الزراعة,أستاذ,val-khdyr@example.org
I0333,عبد الخالق,آل سلطان,كلية الزراعة,أستاذ مساعد,lshysj@example.org
I0334,حمدي,مهنا,كلية الهندسة,محاضر,kal-rfy@example.com
I0335,منسي,آل علي,كلية التربية,أستاذ مساعد,ial-lskry@example.com
I0336,خضر,الحكير,كلية الزراعة,محاضر,shfyal-rfy@example.net
I0337,مُعتز,آل محمد بن علي بن جماز,كلية الصيدلة,محاضر,fkhr-ldwyn40@example.org
I0338,مسرور,آل جعفر,كلية الزراعة,محاضر,al-bn-zfrbd-ljlyl@example.com
I0339,يحيى,آل مقطة,كلية الصيدلة,أستاذ,rynbn-ldn@example.com
I0340,حسنين,حنبولي,كلية الزراعة,أستاذ,shml54@example.org
I0341,وادع,آل الشيخ,كلية الزراعة,أستاذ مساعد,shkyb85@example.com
I0342,منيع,آل العسكري,كلية التربية,محاضر,mshrylhkyr@example.org
I0343,شكيب,آل رفيع,كلية الهندسة,محاضر,myslrshd@example.net
I0344,عربي,آل سلطان,كلية التربية,محاضر,ylhjr@example.com
I0345,دليل,آل بن لافي,كلية الصيدلة,أستاذ مساعد,nswrlhjr@example.com
I0346,تاج الدّين,حجار,كلية الزراعة,أستاذ,nfdh74@example.com
I0347,عبد الجليل,الجابر,كلية الصيدلة,أستاذ,ysmynal-lshykh@example.org
I0348,حسنين,بقشان,كلية الصيدلة,محاضر,slmshwl@example.org
I0349,زايد,آل بن لافي,كلية التربية,أستاذ,kbn-ldn@example.net
I0350,طائل,الحجار,كلية الصيدلة,محاضر,dhwk49@example.net
I0351,عماد,آل عواض,كلية الصيدلة,أستاذ مساعد,nal-myd@example.net
I0352,عبد الحفيظ,الخرافي,كلية الصيدلة,أستاذ مساعد,dal-lshykh@example.org
I0353,زكريا,آل جعفر,كلية التربية,محاضر,tal-qsyr@example.com
I0354,تاج,آل خضير,كلية الصيدلة,أستاذ,mnswr96@example.org
I0355,صقر,المغاولة,كلية التربية,أستاذ مساعد,tj-ldwynal-mqt@example.org
I0356,ضياء الدّين,شربتلي,كلية الهندسة,محاضر,bqshnywsf@example.com
I0357,راجح,آل جعفر,كلية الزراعة,أستاذ,al-hsyntyf@example.org
I0358,صدر الدّين,الجفالي,كلية الهندسة,أستاذ,llynbd-lmwl@example.org
I0359,سجا,آل الشيخ,كلية الصيدلة,أستاذ,ebn-ldn@example.net
I0360,زهير,الخرافي,كلية الهندسة,أستاذ,clmgwl@example.org
I0361,ظاهر,مهنا,كلية الزراعة,محاضر,al-lshykhfrt@example.net
I0362,مشاري,بقشان,كلية الصيدلة,أستاذ مساعد,lmshwljll-ldwyn@example.com
I0363,رائد,آل خضير,كلية الصيدلة,أستاذ مساعد,rzy18@example.com
I0364,غيداء,الحجار,كلية الزراعة,أستاذ مساعد,al-jfrrb@example.com
I0365,مُنير,الجابر,كلية التربية,محاضر,mwywdlmshwl@example.com
I0366,ديمه,آل بن ظافر,كلية الزراعة,أستاذ مساعد,slkhrfy@example.org
I0367,طه,آل سعود,كلية التربية,أستاذ مساعد,kmlal-yd@example.net
I0368,نبيل,آل سعود,كلية الصيدلة,أستاذ,jrwhlmgwl@example.net
I0369,بوران,آل رفيع,كلية الزراعة,محاضر,tal-rfy@example.org
I0370,إباء,مهنا,كلية الصيدلة,أستاذ,msb00@example.org
I0371,راجح,المهنا,كلية الصيدلة,أستاذ مساعد,bal-lskry@example.com
I0372,ميار,آل العسكري,كلية الزراعة,محاضر,lmshwlhsny@example.net
I0373,صافي,آل محمد بن علي بن جماز,كلية الزراعة,أستاذ,gb-lkhyl@example.com
I0374,نجيب,الراشد,كلية التربية,أستاذ مساعد,al-bn-lfybd-lhqw@example.org
I0375,جمال,آل علي,كلية التربية,محاضر,al-hsynmutwly@example.com
I0376,نوري,شربتلي,كلية التربية,محاضر,fwd21@example.net
I0377,جرير,بن لادن,كلية الزراعة,أستاذ,tmdal-hsyn@example.org
I0378,منتصر,العليان,كلية الزراعة,محاضر,al-hsynrj@example.net
I0379,راغب,آل عواض,كلية الزراعة,محاضر,ibw-dwwd@example.net
I0380,وجدي,الحجار,كلية الزراعة,أستاذ,frhal-sltn@example.org
I0381,مخلص,بن لادن,كلية الصيدلة,أستاذ مساعد,lqylyd@example.com
I0382,شريف,آل العسكري,كلية الصيدلة,أستاذ,jryr97@example.net
I0383,تاج الدّين,آل صفوان,كلية الزراعة,أستاذ,mdhal-mqt@example.net
I0384,مرتضي,آل سلطان,كلية الصيدلة,أستاذ,zknw@example.net
I0385,غالي,شربتلي,كلية الصيدلة,أستاذ مساعد,dhk98@example.net
I0386,جواهر,أبو داوود,كلية الزراعة,أستاذ مساعد,lmhnjll@example.com
I0387,مفيد,المهيدب,كلية الزراعة,أستاذ مساعد,al-khdyrnhd@example.net
I0388,كمال,الحجار,كلية الزراعة,أستاذ,bysnhnbwly@example.org
I0389,صنديد,الحجار,كلية الزراعة,محاضر,ral-bn-zfr@example.com
I0390,شامخ,آل مقطة,كلية الزراعة,محاضر,hjrmyswn@example.net
I0391,مجاهد,الراشد,كلية الصيدلة,محاضر,mljbr@example.net
I0392,صامد,آل جعفر,كلية الصيدلة,أستاذ مساعد,al-swdkyd@example.org
I0393,رامي,آل قصير,كلية الزراعة,أستاذ,fal-qsyr@example.com
I0394,ناضر,أبا الخيل,كلية الزراعة,محاضر,shbnal-qsyr@example.com
I0395,مُصلح,أبو داوود,كلية التربية,محاضر,oal-yd@example.org
I0396,أحمد,الحجار,كلية الزراعة,أستاذ مساعد,lmshwlmstf@example.org
I0397,يسرى,حنبولي,كلية الزراعة,أستاذ مساعد,jwyn84@example.net
I0398,عتريس,شربتلي,كلية الهندسة,محاضر,mrdlrshd@example.net
I0399,رجب,فصيل,كلية التربية,محاضر,tlshy@example.net
I0400,رازي,آل حسين,كلية التربية,محاضر,lshyklym@example.com
I0401,صبيح,فصيل,كلية الهندسة,أستاذ,mnyf81@example.com
I0402,نجيب,الجابر,كلية الصيدلة,محاضر,al-swdkhtr@example.org
I0403,اصيل,المهنا,كلية الهندسة,محاضر,bal-mqt@example.net
I0404,ودود,العقيل,كلية الهندسة,أستاذ,mshry96@example.org
I0405,دارين,آل رفيع,كلية الزراعة,أستاذ,mhrlhkyr@example.org
I0406,شهير,المغاولة,كلية الصيدلة,أستاذ,obqshn@example.net
I0407,مياس,آل عايض,كلية الزراعة,أستاذ مساعد,bral-jfr@example.net
I0408,عمير,الحكير,كلية الزراعة,أستاذ,mrdhjr@example.net
I0409,ساهر,المشاولة,كلية التربية,أستاذ,lwnllyn@example.com
I0410,هناء,آل بن ظافر,كلية التربية,أستاذ,kshfal-mhmd-bn-ly-bn-jmz@example.org
I0411,روعة,آل خضير,كلية الصيدلة,محاضر,rhjr@example.com
I0412,وريد,بقشان,كلية الهندسة,أستاذ مساعد,lmhydbtkf@example.net
I0413,صبور,الراشد,كلية الصيدلة,أستاذ مساعد,al-swdnwr-lhqw@example.org
I0414,ريف,المشاولة,كلية الصيدلة,أستاذ مساعد,lal-rfy@example.org
I0415,ملهم,آل عايض,كلية التربية,محاضر,eal-mqt@example.com
I0416,خالد,الراشد,كلية الزراعة,أستاذ مساعد,al-bn-lfyshbyb@example.org
I0417,جرّاح,العقيل,كلية الصيدلة,محاضر,lmhnmhmwd@example.net
I0418,يونس,آل رفيع,كلية الصيدلة,محاضر,ljflytlt@example.net
I0419,أناهيد,آل خضير,كلية الهندسة,أستاذ,grydljln@example.org
I0420,كاشف,آل جعفر,كلية الصيدلة,أستاذ مساعد,sydbqshn@example.com
I0421,رازي,الجفالي,كلية الزراعة,أستاذ مساعد,mrn64@example.org
I0422,يزيد,أبا الخيل,كلية الزراعة,محاضر,bd-lkhlq09@example.net
I0423,ابتسام,آل خضير,كلية التربية,محاضر,frs08@example.org
I0424,فؤاد,آل عايض,كلية الصيدلة,أستاذ,smhal-khdyr@example.net
I0425,نصر الدّين,آل سلطان,كلية الصيدلة,محاضر,lkhrfynmn@example.org
I0426,تاليا,الحجار,كلية الزراعة,أستاذ مساعد,kal-jfr@example.net
I0427,نسيب,آل مقطة,كلية الصيدلة,أستاذ,ldbghll@example.net
I0428,فردوس,الراشد,كلية الزراعة,أستاذ مساعد,b-lkhylqsd@example.com
I0429,مَسعد,آل بن لافي,كلية الصيدلة,محاضر,gknw@example.org
I0430,واصل,آل عايض,كلية الهندسة,محاضر,al-sfwnly@example.net
I0431,حسني,المهنا,كلية الهندسة,محاضر,mmtzljbr@example.org
I0432,شفيع,الجابر,كلية التربية,أستاذ,ial-mhmd-bn-ly-bn-jmz@example.org
I0433,عثمان,آل صفوان,كلية الزراعة,محاضر,xal-lskry@example.com
I0434,مادلين,آل جعفر,كلية التربية,محاضر,khlsal-hsyn@example.org
I0435,أسرار,الجفالي,كلية التربية,محاضر,llynrdy@example.com
I0436,كليم,آل قصير,كلية الصيدلة,أستاذ مساعد,blhjr@example.com
I0437,ناديه,مهنا,كلية الصيدلة,أستاذ,dbqshn@example.net
I0438,جدير,آل عطفة,كلية الصيدلة,محاضر,ldbgdy@example.com
I0439,كايد,أبو داوود,كلية الزراعة,أستاذ,lkhrfygnm@example.org
I0440,رائد,حنبولي,كلية الصيدلة,أستاذ مساعد,msbh04@example.net
I0441,نوره,آل علي,كلية الصيدلة,أستاذ مساعد,zky71@example.org
I0442,عمران,فصيل,كلية التربية,أستاذ مساعد,nf99@example.net
I0443,عتيد,حجار,كلية الزراعة,محاضر,rmh29@example.com
I0444,عمران,المغاولة,كلية الزراعة,أستاذ مساعد,wdy77@example.net
I0445,قنوع,آل بن لافي,كلية الصيدلة,محاضر,al-khdyrbd-lgny@example.com
I0446,مهنّد,آل مقطة,كلية الصيدلة,محاضر,lymlmshwl@example.org
I0447,غالي,الجفالي,كلية الصيدلة,محاضر,lshyrshd@example.org
I0448,جرير,كانو,كلية الصيدلة,أستاذ مساعد,elmhydb@example.net
I0449,طموح,بن لادن,كلية الزراعة,أستاذ مساعد,mwfwqlkhrfy@example.org
I0450,صبيح,الخرافي,كلية الصيدلة,أستاذ مساعد,rlkhrfy@example.net
I0451,سيف الدّين,آل سعود,كلية الصيدلة,أستاذ مساعد,rnyljln@example.org
I0452,مُخيمر,العجلان,كلية الصيدلة,أستاذ,pb-lkhyl@example.org
I0453,روفيدا,آل بن لافي,كلية الزراعة,أستاذ,gtfn16@example.com
I0454,بهاء,الحكير,كلية الهندسة,أستاذ,efsyl@example.com
I0455,أناهيد,الخرافي,كلية الزراعة,أستاذ مساعد,sdh44@example.org
I0456,سعود,آل عايض,كلية الهندسة,أستاذ,rjyfsyl@example.net
I0457,رجب,آل عواض,كلية التربية,أستاذ مساعد,nzmal-qsyr@example.com
I0458,ناديه,المهنا,كلية الصيدلة,أستاذ,frzdqljfly@example.net
I0459,مُسعف,أبا الخيل,كلية الزراعة,محاضر,cljln@example.com
I0460,قصي,آل عايض,كلية الصيدلة,أستاذ,jd92@example.net
I0461,سهل,العقيل,كلية التربية,أستاذ,lwn95@example.org
I0462,جعفر,فصيل,كلية الصيدلة,أستاذ مساعد,rwbyn27@example.com
I0463,نصر الدّين,الدباغ,كلية الصيدلة,أستاذ مساعد,lmhnnswh@example.org
I0464,سامر,آل سلطان,كلية التربية,محاضر,tal-mqt@example.com
I0465,يحيى,آل سلطان,كلية الزراعة,محاضر,mhybljln@example.com
I0466,شعلان,أبا الخيل,كلية الهندسة,أستاذ مساعد,gal-mhmd-bn-ly-bn-jmz@example.net
I0467,مرعي,آل سلطان,كلية الصيدلة,أستاذ,xldbg@example.com
I0468,سهيل,آل العسكري,كلية الزراعة,أستاذ,dnylrshd@example.com
I0469,ظاعن,بقشان,كلية التربية,محاضر,sdym90@example.net
I0470,نورس,الخرافي,كلية الصيدلة,محاضر,zal-mhmd-bn-ly-bn-jmz@example.com
I0471,معين,آل عايض,كلية الزراعة,أستاذ,cal-wd@example.org
I0472,رؤوف,آل مقطة,كلية الزراعة,محاضر,dysmknw@example.net
I0473,مرادي,آل قصير,كلية الصيدلة,أستاذ مساعد,thrwt90@example.org
I0474,نظمي,المشاولة,كلية الزراعة,محاضر,fsylkrm@example.com
I0475,عزّت,مهنا,كلية الزراعة,أستاذ,lmhnshr@example.com
I0476,ليان,الجابر,كلية الهندسة,أستاذ مساعد,myllqyl@example.org
I0477,عائد,الراشد,كلية الهندسة,أستاذ,lynal-yd@example.org
I0478,قبس,آل محمد بن علي بن جماز,كلية التربية,محاضر,lmhnlys@example.com
I0479,نصر الدّين,آل جعفر,كلية التربية,محاضر,fnn09@example.net
I0480,عبد الإله,الشايع,كلية الزراعة,أستاذ,gzyal-rfy@example.net
I0481,ميسور,العليان,كلية الزراعة,أستاذ,knnljbr@example.org
I0482,عاكف,بن لادن,كلية الصيدلة,محاضر,b-lkhyljlnr@example.org
I0483,فخري,الخرافي,كلية الهندسة,محاضر,smal-swd@example.net
I0484,ميرال,آل بن ظافر,كلية الصيدلة,أستاذ,syf-ldwyn39@example.net
I0485,رشدي,الدباغ,كلية الزراعة,أستاذ مساعد,knwrytl@example.net
I0486,بتلاء,آل خضير,كلية الهندسة,أستاذ,al-bn-lfyhsyb@example.com
I0487,خضر,المهيدب,كلية الهندسة,أستاذ,zkryfsyl@example.org
I0488,حنفي,آل رفيع,كلية الزراعة,أستاذ,gnm87@example.org
I0489,همام,حجار,كلية الزراعة,أستاذ مساعد,trq19@example.com
I0490,نبراس,آل عطفة,كلية الصيدلة,محاضر,hljfly@example.net
I0491,ابتكار,العقيل,كلية الصيدلة,أستاذ,ylqyl@example.com
I0492,يانع,آل بن ظافر,كلية الصيدلة,أستاذ,slmnlhkyr@example.com
I0493,ممتاز,آل قصير,كلية الصيدلة,أستاذ مساعد,jn06@example.net
I0494,ضاحي,العليان,كلية الهندسة,محاضر,sbwrlmhn@example.org
I0495,ميرا,آل جعفر,كلية الصيدلة,أستاذ مساعد,ryfljln@example.net
I0496,لاما,الشايع,كلية الصيدلة,محاضر,fywd17@example.org
I0497,سعيد,آل بن لافي,كلية الزراعة,أستاذ,bh44@example.net
